,user_id,screen_name
677,2481459637,jaiprakashshah2
678,2219701441,azadstiffler98
679,17675474,sandeeproy1
680,3251391355,mshiteshmohan
681,392072840,sanjeevkumarsm
682,963322864710512640,voter1947
683,1602755738,yb110yogesh
684,1083661163903287296,PModi18
685,899988148624646144,DryodhanM
686,501004099,deepak_surya1
687,1079648983272706049,imranrazvi93
688,2787593196,satishvatsyan1
689,3287269230,MurariPrtapSing
690,4677019273,chhajed_shubham
691,133120894,Life4India
692,1035557412,Supreeth1620
693,88180867,rituraj_prht
694,53352910,salonimunot
695,356854851,Narayan1968Dev
696,936546906033065984,ravikan03251268
697,2954529697,__MunnaJi
698,152180882,PRANAYNORDIC
699,152184150,its_anu
700,952571390091079680,gurjar570
701,1402277312,JhMahajan
702,1076666295628685312,RahulKu05168804
703,388192659,veekay122002
704,725681841676554240,WordOfTheGod
705,348305293,Fittey_muh
706,140356355,austranause
707,67543297,RaghavChopra_
708,105471375,chintan_p80
709,255382453,kanhatanna
710,146343501,gpray1977
711,115839146,yogendra71
712,120385144,rakcamel
713,709396066249080832,rahul124816
714,2311718335,bilal_motorwala
715,2359140223,GeorgekurianINC
716,871925276,HaridwarSanjeev
717,445114661,Nixon_Augustin
718,2826871021,hpsinghu
719,880073080390811648,Jagaruk_Hind
720,1066635446745219073,MissFr00gie
721,1915331874,PranavaBhardwaj
722,944149273599295489,Mohamma94019375
723,1638580806,nikbhojal
724,2387354600,Rahulbbe
725,755366510877638656,Itstanujmehra
726,3283841472,ArunPra01638451
727,774587112683294720,Ajayraw81366995
728,1590461174,Pravin2628
729,818498562774487042,sanjivarjungaur
730,281309797,Joisgirish
731,104854548,rupesh_valanju
732,2277753277,savitasingh962
733,169858332,happyback2rock
734,1095440003709030400,NewIndi84427080
735,403174073,Dapindr
736,780002959,harisri_m
737,3079777958,madhvithakurr
738,467414746,tshirtswala
739,85775830,masohailstuff
740,152694800,rohithiware
741,2273297527,NeerajVij6
742,2554476264,avanindra43
743,983089243,harshalpise
744,82640602,MILVETERAN
745,859377363469074432,chimni_sapna
746,871054522260504576,Nothing0___1
747,2346308935,Rohit245_
748,747311991283298310,AjaySengar_
749,991030971410538496,AnsarWarsi3
750,776480926415020032,NarendarPandey2
751,169592236,ojha_ivar
752,922651967179997184,raptor_fossil
753,753053533717483520,Satyanewshi
754,889881636862545920,1959thakur
755,400630125,TheWeekLive
756,4629346649,kuldeep96300001
757,912690594215899141,OfficeOfGabber
758,837307411048382464,TheOutspokenBoy
759,998903536095186947,MirzaObadah
760,1851908426,gvnair91
761,18186050,MapsofIndia
762,3303302478,Ashley16552938
763,1122774929550667776,NamoNam06526384
764,265843276,rakeshkhulbe
765,68687255,zeewoozoo1
766,140750571,DevLadpura
767,922208841131053063,zahid_umamah
768,158781312,RahulKajalRG
769,336344780,Suryaevani
770,827853650588475392,DeepakKrSingh24
771,888439843163746304,ImSidhu27
772,3909130813,puneetpradhan1
773,2269817911,sachaturvedi
774,816958949115064321,thebrajeshs
775,1264467216,kusumanjalising
776,1068529333772394496,RajShai41519581
777,3308474963,BhatiyaShamal
778,801260247318982656,jagannathy61
779,714779943419383808,Saamdaam
780,303825191,yorishiyo
781,991491620380999680,dnbeldar
782,1261746108,MahabeerR
783,306732505,Nir0909
784,922749100591800321,RamJi012
785,2494366159,amandeep_kler
786,4567409580,SubhashDahiya15
787,245781151,yusuf9001
788,966934012206899200,ManiShankarTri1
789,978663325801242624,RohitKu97571193
790,1003848807946248192,JayendraSurve
791,98389255,anilkhanna248
792,2292440712,LovekeshJoshi
793,2932154804,dilshad_06
794,3295105339,captainmalik2
795,59073766,nayanchandra
796,830340451806752768,k_kumar24
797,283392792,RNS_14
798,261303155,sugandhk870
799,86885468,rajneesh_saini
800,754291101981220864,IntolerantMano2
801,96653752,dutt_cool
802,801122025553149952,VikasAmboli
803,769402531969654785,akramaliIYC
804,2184181634,muniba_shahid
805,1709554628,MangleshJawaja
806,2933756467,jas1071990
807,88717644,shyamjai
808,219499524,ShamesSpoke
809,1433799019,PVishnukant
810,842682533313691651,Keerty1193
811,1044953048840327169,MadhukumarVP1
812,540587274,KilaFateh
813,939014415260696576,AshishG46430138
814,1696003568,Shahid_Indian
815,732527294363897856,AditiTwt
816,817776367840481287,champUSayz
817,1643367187,kamesh_gadia
818,3326905254,yashwant_ratho
819,93371809,pattathan
820,1032200307026092033,_sinful_soul
821,141807836,su_smile4u
822,867990603807637505,mistbag
823,726352614133272576,iammahirkhan
824,2834374682,goeltm_tg
825,1066739343069507584,OverseasFID
826,437326920,121robin121
827,4666818859,shabeeh110
828,1366651442,abhaytewari1964
829,2933807497,deepakmahajan93
830,4328489794,Pnkaj_Gujju_
831,3040691818,ajaymehta02
832,886873831272591360,NPSingh1235
833,1008631504786739200,ShashwatKhanna1
834,1589099502,afzalaffu26
835,3316671228,ajayvats117
836,1111709441672572929,Chowkidarhchorh
837,2547556993,shalminhere
838,4209203961,I___PREM
839,2192835211,shahprateek939
